Date,Time,Booking ID,Booking Status,Customer ID,Vehicle Type,Pickup Location,Drop Location,Avg VTAT,Avg CTAT,Cancelled Rides by Customer,Reason for cancelling by Customer,Cancelled Rides by Driver,Driver Cancellation Reason,Incomplete Rides,Incomplete Rides Reason,Booking Value,Ride Distance,Driver Ratings,Customer Rating,Payment Method
2024-05-02,08:19:14,"""CNR8648786""",Cancelled by Driver,"""CID2915654""",Go Sedan,Kirti Nagar,Gurgaon Sector 56,7.9,,,,1.0,The customer was coughing/sick,,,,,,,
2024-09-11,09:00:13,"""CNR5159577""",Completed,"""CID1299969""",Auto,Ambience Mall,Janakpuri,6.7,31.5,,,,,,,786.0,33.23,4.2,4.5,UPI
2024-04-04,07:54:13,"""CNR5982389""",Completed,"""CID3502263""",Go Mini,Jasola,AIIMS,14.6,28.6,,,,,,,334.0,48.51,3.0,4.7,Cash
2024-01-25,21:17:55,"""CNR8298331""",Completed,"""CID4932456""",Bike,Ghaziabad,Paschim Vihar,3.4,32.2,,,,,,,861.0,8.15,3.9,4.9,Cash
2024-01-24,19:49:46,"""CNR6689931""",No Driver Found,"""CID5648216""",Go Sedan,Ghitorni Village,Bhiwadi,,,,,,,,,,,,,
2024-07-27,00:47:02,"""CNR8529809""",Completed,"""CID3019924""",Go Mini,Moolchand,Cyber Hub,14.9,20.8,,,,,,,447.0,3.1,4.4,4.2,Credit Card
2024-04-06,15:35:31,"""CNR9124136""",Completed,"""CID4728585""",Bike,Aya Nagar,Sultanpur,9.0,16.5,,,,,,,913.0,28.1,4.1,4.2,UPI
2024-04-06,06:14:19,"""CNR8972408""",Completed,"""CID6812145""",Go Mini,RK Puram,Lok Kalyan Marg,6.0,31.6,,,,,,,582.0,2.84,4.2,4.4,Credit Card
2024-10-22,11:46:22,"""CNR8059860""",Completed,"""CID3683773""",Auto,Seelampur,Patel Chowk,6.5,40.5,,,,,,,611.0,4.87,4.3,4.3,Credit Card
2024-08-11,22:24:52,"""CNR5746704""",Cancelled by Driver,"""CID9567474""",Auto,Tughlakabad,Vishwavidyalaya,7.8,,,,1.0,Personal & Car related issues,,,,,,,
2024-10-26,12:04:31,"""CNR2154803""",Incomplete,"""CID2561240""",Auto,Bhiwadi,AIIMS,5.8,26.4,,,,,1.0,Other Issue,605.0,7.66,,,UPI
2024-03-08,21:05:15,"""CNR4201157""",Incomplete,"""CID9760707""",Auto,Kaushambi,Pitampura,3.6,21.9,,,,,1.0,Vehicle Breakdown,698.0,5.11,,,Debit Card
2024-10-25,13:42:25,"""CNR7027096""",Completed,"""CID5066735""",Go Sedan,Chanakyapuri,Tis Hazari,9.0,16.5,,,,,,,72.0,26.28,3.7,4.6,UPI
2024-06-25,14:15:35,"""CNR1547734""",Completed,"""CID1563185""",Go Mini,Peeragarhi,Badshahpur,11.7,28.1,,,,,,,414.0,41.98,3.8,4.1,Credit Card
2024-09-14,23:37:01,"""CNR9543079""",Completed,"""CID4505390""",Go Sedan,Laxmi Nagar,Gwal Pahari,3.3,25.5,,,,,,,1424.0,19.22,4.1,4.6,Uber Wallet
2024-11-08,11:09:38,"""CNR1140570""",Completed,"""CID2569806""",Go Mini,Saidulajab,Subhash Nagar,3.9,39.6,,,,,,,524.0,46.45,3.7,4.3,Cash
2024-08-16,14:10:08,"""CNR4751061""",Completed,"""CID5305349""",Auto,Inderlok,Manesar,14.4,15.5,,,,,,,905.0,37.83,3.9,4.4,UPI
2024-03-21,01:29:50,"""CNR3899180""",Completed,"""CID3915373""",Premier Sedan,Panchsheel Park,Yamuna Bank,2.3,33.8,,,,,,,771.0,36.7,3.5,4.6,UPI
2024-04-03,21:36:46,"""CNR6284996""",Completed,"""CID2177119""",Bike,IMT Manesar,Manesar,2.4,34.8,,,,,,,127.0,13.34,4.6,3.9,Credit Card
2024-08-31,19:16:49,"""CNR1083440""",Completed,"""CID9588184""",Auto,Indirapuram,Shivaji Park,4.1,19.0,,,,,,,546.0,21.41,3.7,4.4,UPI
2024-03-05,12:44:04,"""CNR3436312""",Completed,"""CID6584310""",Premier Sedan,Inderlok,ITO,11.3,33.5,,,,,,,314.0,47.63,4.3,4.3,Cash
2024-03-15,17:26:36,"""CNR1991640""",Completed,"""CID4752643""",Auto,Seelampur,Karkarduma,12.4,26.3,,,,,,,634.0,15.97,3.1,4.7,Cash
2024-02-26,17:36:20,"""CNR1070216""",No Driver Found,"""CID9659143""",Premier Sedan,Saidulajab,South Extension,,,,,,,,,,,,,
2024-07-24,11:25:41,"""CNR2765681""",Cancelled by Customer,"""CID2228162""",Auto,Jor Bagh,Shivaji Park,11.1,,1.0,Driver is not moving towards pickup location,,,,,,,,,
2024-07-19,09:47:04,"""CNR5759190""",Completed,"""CID7274034""",Go Mini,Panchsheel Park,Shastri Park,10.3,20.5,,,,,,,494.0,15.46,4.9,4.6,Cash
2024-07-01,17:55:23,"""CNR5581673""",Completed,"""CID9583660""",Bike,Meerut,Hauz Khas,2.9,39.9,,,,,,,694.0,11.1,4.4,4.8,UPI
2024-07-29,14:15:39,"""CNR7626889""",Cancelled by Driver,"""CID1974080""",Auto,Ashok Park Main,Jama Masjid,3.5,,,,1.0,More than permitted people in there,,,,,,,
2024-07-31,11:33:15,"""CNR4074154""",Completed,"""CID7120153""",Bike,Udyog Vihar,Kashmere Gate,6.8,18.1,,,,,,,346.0,9.61,4.2,4.8,Cash
2024-06-28,15:48:29,"""CNR5839083""",Completed,"""CID1592298""",eBike,Kherki Daula Toll,Chanakyapuri,2.1,15.4,,,,,,,458.0,40.48,3.6,4.2,Uber Wallet
2024-01-18,19:01:32,"""CNR3379235""",Completed,"""CID8314389""",Premier Sedan,Vasant Kunj,New Delhi Railway Station,3.9,32.6,,,,,,,165.0,32.46,4.4,4.3,Uber Wallet
2024-08-08,18:55:47,"""CNR9567466""",No Driver Found,"""CID3733456""",Premier Sedan,Lal Quila,Moolchand,,,,,,,,,,,,,
2024-11-15,15:05:02,"""CNR1431389""",Cancelled by Driver,"""CID4075032""",Premier Sedan,Huda City Centre,Rajiv Nagar,9.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-05-16,17:18:03,"""CNR9946889""",No Driver Found,"""CID4979821""",Bike,Noida Extension,Karol Bagh,,,,,,,,,,,,,
2024-07-10,15:32:10,"""CNR6004258""",Cancelled by Driver,"""CID5961622""",Go Sedan,Shahdara,Tis Hazari,11.7,,,,1.0,More than permitted people in there,,,,,,,
2024-10-06,12:25:28,"""CNR2291785""",Cancelled by Customer,"""CID4832962""",Auto,Saidulajab,Panipat,19.4,,1.0,Driver asked to cancel,,,,,,,,,
2024-10-19,02:43:49,"""CNR8082937""",No Driver Found,"""CID5310393""",Uber XL,Netaji Subhash Place,IGI Airport,,,,,,,,,,,,,
2024-01-29,16:53:59,"""CNR7692289""",Cancelled by Driver,"""CID1662063""",Uber XL,Keshav Puram,Moolchand,3.9,,,,1.0,Personal & Car related issues,,,,,,,
2024-09-07,17:58:59,"""CNR8832062""",Completed,"""CID8295479""",Premier Sedan,Dilshad Garden,India Gate,5.9,15.4,,,,,,,316.0,22.45,4.2,4.8,UPI
2024-04-25,04:52:14,"""CNR5798154""",Completed,"""CID8108684""",Go Mini,Kadarpur,Nawada,12.7,43.4,,,,,,,459.0,26.27,3.8,5.0,UPI
2024-10-10,20:30:34,"""CNR7753489""",Completed,"""CID8963355""",Go Sedan,Subhash Chowk,Ghaziabad,11.3,20.0,,,,,,,720.0,46.63,5.0,4.6,Uber Wallet
2024-05-25,09:05:15,"""CNR3655064""",Completed,"""CID5329349""",Auto,Vasant Kunj,Jasola,2.7,36.0,,,,,,,211.0,48.53,4.9,4.7,UPI
2024-11-27,10:27:56,"""CNR1708505""",Completed,"""CID5960250""",Go Sedan,Moti Nagar,Bhiwadi,11.7,24.5,,,,,,,725.0,40.78,4.1,4.7,UPI
2024-04-28,17:56:29,"""CNR5645850""",Completed,"""CID3745686""",Premier Sedan,Ardee City,Ashok Park Main,5.9,30.3,,,,,,,307.0,20.64,3.9,5.0,UPI
2024-01-04,12:52:02,"""CNR1740450""",Cancelled by Driver,"""CID6408962""",Go Sedan,Tughlakabad,Sushant Lok,7.6,,,,1.0,More than permitted people in there,,,,,,,
2024-12-18,08:30:48,"""CNR5851041""",Completed,"""CID3600301""",Auto,Shivaji Park,ITO,14.6,26.0,,,,,,,342.0,10.3,4.2,4.9,UPI
2024-01-15,05:53:14,"""CNR5422966""",Completed,"""CID8021345""",Go Mini,Indirapuram,Vidhan Sabha,10.1,42.0,,,,,,,566.0,19.93,4.5,4.9,Uber Wallet
2024-06-02,16:21:17,"""CNR6604987""",Completed,"""CID3038366""",Bike,Qutub Minar,India Gate,13.1,39.8,,,,,,,1157.0,29.72,4.2,4.2,UPI
2024-02-24,11:24:53,"""CNR1736900""",Completed,"""CID4708164""",Bike,Connaught Place,Seelampur,7.0,42.0,,,,,,,153.0,36.2,4.2,4.3,Cash
2024-06-11,09:16:47,"""CNR8139489""",Completed,"""CID3970314""",Bike,Okhla,Kashmere Gate ISBT,11.8,38.6,,,,,,,326.0,38.32,4.3,4.4,UPI
2024-09-22,09:06:48,"""CNR1143168""",Completed,"""CID6286681""",Auto,Sarai Kale Khan,Rohini,2.6,21.2,,,,,,,1053.0,24.91,4.8,4.0,UPI
2024-03-11,11:27:06,"""CNR6225023""",Completed,"""CID1267417""",Go Sedan,Rohini,Golf Course Road,10.1,26.0,,,,,,,105.0,28.56,5.0,4.3,UPI
2024-02-22,06:21:32,"""CNR7177611""",Completed,"""CID1698082""",Auto,South Extension,Sonipat,2.6,22.7,,,,,,,498.0,38.71,4.2,5.0,UPI
2024-01-22,17:38:13,"""CNR3332129""",Cancelled by Driver,"""CID8508617""",Go Mini,Delhi Gate,Saket A Block,5.4,,,,1.0,The customer was coughing/sick,,,,,,,
2024-02-12,22:19:49,"""CNR4258026""",Cancelled by Driver,"""CID6553908""",Go Sedan,Barakhamba Road,Azadpur,7.0,,,,1.0,Personal & Car related issues,,,,,,,
2024-08-08,12:00:49,"""CNR9098947""",Completed,"""CID7907904""",Premier Sedan,Punjabi Bagh,Peeragarhi,14.5,23.3,,,,,,,85.0,7.46,4.8,4.9,UPI
2024-01-06,12:36:59,"""CNR4955202""",Cancelled by Driver,"""CID8400035""",eBike,Keshav Puram,Welcome,10.7,,,,1.0,More than permitted people in there,,,,,,,
2024-05-04,18:40:02,"""CNR7898737""",Completed,"""CID2606579""",Go Sedan,Kalkaji,Saket A Block,14.2,39.1,,,,,,,292.0,17.63,4.1,4.3,Cash
2024-06-26,17:11:44,"""CNR6423087""",Completed,"""CID3970800""",Uber XL,Tis Hazari,Subhash Chowk,7.4,36.7,,,,,,,490.0,14.3,3.8,4.9,UPI
2024-08-04,19:51:34,"""CNR8274498""",Completed,"""CID7072776""",Go Mini,Qutub Minar,Lal Quila,5.7,37.5,,,,,,,899.0,31.36,4.6,4.6,Debit Card
2024-01-05,21:14:34,"""CNR5244493""",Completed,"""CID5924355""",Auto,Noida Extension,Vaishali,10.1,40.0,,,,,,,181.0,6.73,3.7,4.6,Cash
2024-09-04,10:15:59,"""CNR6718203""",No Driver Found,"""CID5591167""",Go Sedan,MG Road,Kashmere Gate ISBT,,,,,,,,,,,,,
2024-02-14,07:21:14,"""CNR2229368""",Cancelled by Driver,"""CID5706305""",Auto,Paschim Vihar,Kirti Nagar,7.0,,,,1.0,Customer related issue,,,,,,,
2024-08-17,23:33:04,"""CNR8520772""",Completed,"""CID7476193""",Go Mini,Rohini,Aya Nagar,2.4,28.3,,,,,,,568.0,28.46,4.2,4.9,Debit Card
2024-04-07,18:58:26,"""CNR4584763""",Completed,"""CID5629171""",Go Sedan,Mandi House,Faridabad Sector 15,2.3,31.3,,,,,,,518.0,26.16,3.0,4.3,UPI
2024-10-25,19:19:16,"""CNR8661376""",No Driver Found,"""CID1436805""",Go Mini,Noida Sector 18,Preet Vihar,,,,,,,,,,,,,
2024-10-22,21:37:06,"""CNR3714830""",Completed,"""CID3606696""",Auto,Jasola,Dwarka Sector 21,11.0,28.1,,,,,,,755.0,9.36,4.2,3.9,Credit Card
2024-08-12,17:05:51,"""CNR6982809""",Cancelled by Driver,"""CID4935097""",Bike,Ghitorni Village,Lal Quila,4.5,,,,1.0,More than permitted people in there,,,,,,,
2024-10-03,12:16:21,"""CNR7606690""",Incomplete,"""CID8239589""",Bike,Yamuna Bank,Panchsheel Park,2.9,24.7,,,,,1.0,Other Issue,137.0,4.96,,,Uber Wallet
2024-12-28,16:21:00,"""CNR1673269""",Completed,"""CID9721680""",Auto,Saket,Manesar,14.8,38.0,,,,,,,1037.0,8.51,4.9,3.1,Uber Wallet
2024-07-03,16:33:49,"""CNR2105072""",Completed,"""CID9567033""",Go Sedan,Model Town,Saket A Block,2.3,36.4,,,,,,,479.0,42.7,4.7,4.3,Uber Wallet
2024-09-03,06:01:54,"""CNR4667258""",Completed,"""CID1053382""",Auto,Connaught Place,Huda City Centre,11.5,22.8,,,,,,,902.0,32.29,5.0,3.6,UPI
2024-11-25,21:59:06,"""CNR8089585""",No Driver Found,"""CID7069482""",Uber XL,IFFCO Chowk,Green Park,,,,,,,,,,,,,
2024-11-14,08:41:47,"""CNR1055850""",No Driver Found,"""CID7792716""",Premier Sedan,New Delhi Railway Station,Ardee City,,,,,,,,,,,,,
2024-11-13,15:39:40,"""CNR2450820""",Cancelled by Customer,"""CID6443555""",Uber XL,Indraprastha,Sohna Road,8.7,,1.0,Change of plans,,,,,,,,,
2024-08-15,18:57:27,"""CNR1772505""",Incomplete,"""CID7022459""",Go Mini,Malviya Nagar,Kaushambi,3.6,17.2,,,,,1.0,Vehicle Breakdown,819.0,6.72,,,Cash
2024-08-19,01:33:58,"""CNR9116845""",Completed,"""CID3568723""",Premier Sedan,Kalkaji,Kaushambi,5.5,24.3,,,,,,,270.0,13.18,3.9,3.1,UPI
2024-09-05,20:46:24,"""CNR7152355""",Completed,"""CID2553470""",Bike,Old Gurgaon,Saket,8.4,15.6,,,,,,,191.0,13.77,3.7,4.3,UPI
2024-11-07,11:08:11,"""CNR1394268""",Completed,"""CID1844830""",eBike,Gurgaon Sector 29,Vasant Kunj,3.8,42.9,,,,,,,519.0,49.66,4.9,4.1,UPI
2024-05-03,11:18:46,"""CNR8902230""",No Driver Found,"""CID7631716""",Bike,Rithala,Okhla,,,,,,,,,,,,,
2024-01-15,21:00:17,"""CNR5958379""",No Driver Found,"""CID9499445""",Premier Sedan,Okhla,Anand Vihar,,,,,,,,,,,,,
2024-11-16,08:05:24,"""CNR5030769""",Completed,"""CID9765781""",Go Sedan,Dilshad Garden,Anand Vihar,8.6,34.2,,,,,,,88.0,28.03,3.2,4.7,Cash
2024-05-11,06:24:04,"""CNR5779787""",Completed,"""CID2560181""",Auto,INA Market,Karkarduma,10.7,37.1,,,,,,,323.0,43.64,3.6,4.9,Uber Wallet
2024-11-01,05:55:25,"""CNR4241498""",Completed,"""CID4334218""",Auto,Shastri Park,Greater Noida,12.6,32.9,,,,,,,611.0,21.69,4.9,4.5,UPI
2024-04-05,20:32:56,"""CNR7377211""",Cancelled by Driver,"""CID2468043""",Bike,Old Gurgaon,Pataudi Chowk,9.8,,,,1.0,More than permitted people in there,,,,,,,
2024-06-19,09:41:02,"""CNR1923509""",Completed,"""CID6267154""",Go Mini,Panchsheel Park,Tis Hazari,3.9,20.8,,,,,,,485.0,44.15,3.4,4.2,UPI
2024-03-22,10:26:39,"""CNR8176044""",No Driver Found,"""CID1260094""",Bike,Sadar Bazar Gurgaon,Jasola,,,,,,,,,,,,,
2024-07-16,04:15:47,"""CNR1150222""",Cancelled by Driver,"""CID3227150""",Go Mini,Greater Kailash,Jahangirpuri,7.3,,,,1.0,Personal & Car related issues,,,,,,,
2024-06-30,20:57:13,"""CNR7457296""",Completed,"""CID3993558""",Auto,Chhatarpur,Rajiv Nagar,4.4,39.3,,,,,,,521.0,37.81,4.2,4.4,UPI
2024-09-30,15:10:13,"""CNR4324732""",Completed,"""CID2969643""",Go Mini,Adarsh Nagar,Janakpuri,2.7,19.1,,,,,,,219.0,4.88,3.1,4.8,UPI
2024-03-12,19:26:14,"""CNR2681249""",Cancelled by Driver,"""CID7115867""",Auto,Basai Dhankot,Shahdara,9.2,,,,1.0,Customer related issue,,,,,,,
2024-03-19,10:05:38,"""CNR7724029""",Cancelled by Driver,"""CID5241192""",Uber XL,Sadar Bazar Gurgaon,Greater Noida,7.5,,,,1.0,Personal & Car related issues,,,,,,,
2024-01-02,18:49:20,"""CNR9032125""",Completed,"""CID6947733""",Go Mini,Gwal Pahari,Sarojini Nagar,6.6,27.7,,,,,,,396.0,30.42,5.0,4.5,Credit Card
2024-01-18,09:00:06,"""CNR6524901""",Cancelled by Driver,"""CID8738451""",Go Sedan,GTB Nagar,Nawada,6.6,,,,1.0,The customer was coughing/sick,,,,,,,
2024-07-14,08:40:36,"""CNR7016577""",Cancelled by Driver,"""CID1112395""",Uber XL,Manesar,Vaishali,7.5,,,,1.0,Customer related issue,,,,,,,
2024-03-18,12:23:44,"""CNR4664796""",Cancelled by Driver,"""CID9754559""",Bike,Vatika Chowk,DLF City Court,4.0,,,,1.0,The customer was coughing/sick,,,,,,,
2024-03-05,12:56:44,"""CNR1407943""",Completed,"""CID2962691""",Go Mini,Palam Vihar,Mansarovar Park,13.9,38.5,,,,,,,136.0,48.73,4.2,4.7,Debit Card
2024-05-04,12:27:12,"""CNR5074359""",Completed,"""CID1097258""",Go Mini,Subhash Chowk,Mayur Vihar,7.4,18.5,,,,,,,780.0,32.69,4.3,4.8,UPI
2024-08-12,14:58:10,"""CNR6943874""",Incomplete,"""CID9001720""",Go Mini,GTB Nagar,Ghitorni,2.7,16.0,,,,,1.0,Other Issue,144.0,16.06,,,Cash
2024-02-08,13:29:13,"""CNR3472158""",Cancelled by Driver,"""CID8511020""",Premier Sedan,Kashmere Gate ISBT,Saket A Block,5.4,,,,1.0,More than permitted people in there,,,,,,,
2024-08-21,07:47:59,"""CNR4395319""",Completed,"""CID5869042""",Bike,Greater Noida,Noida Sector 62,10.0,41.7,,,,,,,977.0,19.45,4.3,4.7,UPI
2024-12-06,20:30:32,"""CNR5784558""",Completed,"""CID5100350""",Go Mini,Govindpuri,Meerut,3.6,44.0,,,,,,,276.0,2.35,5.0,4.9,Cash
2024-11-07,19:22:48,"""CNR2511363""",No Driver Found,"""CID6693281""",Auto,Punjabi Bagh,Lajpat Nagar,,,,,,,,,,,,,
2024-09-25,11:19:24,"""CNR8513552""",Completed,"""CID6321235""",Go Mini,Welcome,Lal Quila,12.6,30.7,,,,,,,970.0,10.63,5.0,4.9,UPI
2024-08-16,08:13:36,"""CNR6036606""",Cancelled by Driver,"""CID1799699""",Go Sedan,Noida Film City,Chhatarpur,9.5,,,,1.0,Personal & Car related issues,,,,,,,
2024-11-29,08:31:57,"""CNR5691099""",Cancelled by Customer,"""CID2608125""",Premier Sedan,Kirti Nagar,Kalkaji,14.5,,1.0,AC is not working,,,,,,,,,
2024-06-09,11:41:01,"""CNR8072237""",Completed,"""CID9933415""",Auto,Mansarovar Park,DLF City Court,8.8,32.6,,,,,,,570.0,24.19,3.8,4.6,UPI
2024-03-03,17:20:32,"""CNR5588134""",Cancelled by Driver,"""CID6201770""",Go Sedan,Huda City Centre,Narsinghpur,11.3,,,,1.0,Customer related issue,,,,,,,
2024-10-31,23:45:24,"""CNR5682372""",Completed,"""CID5449256""",Uber XL,Manesar,Golf Course Road,9.2,26.6,,,,,,,351.0,31.13,4.2,4.3,Cash
2024-04-12,14:41:54,"""CNR7495221""",Completed,"""CID1328604""",Premier Sedan,Saket A Block,Bhiwadi,4.0,30.3,,,,,,,91.0,30.93,4.4,4.9,Cash
2024-05-08,10:36:33,"""CNR9889244""",Completed,"""CID9384411""",Go Sedan,Connaught Place,Noida Sector 62,3.5,40.2,,,,,,,382.0,40.6,3.7,4.2,Credit Card
2024-06-03,19:11:39,"""CNR6170174""",Completed,"""CID7654254""",Go Mini,IGI Airport,Rithala,5.2,41.0,,,,,,,487.0,45.01,4.7,4.9,UPI
2024-10-13,06:30:38,"""CNR1525290""",Completed,"""CID9826469""",Bike,Jasola,Kirti Nagar,5.7,35.8,,,,,,,471.0,47.75,3.4,3.6,UPI
2024-01-08,19:23:38,"""CNR4594666""",Completed,"""CID4067070""",Bike,Green Park,Ghitorni Village,11.8,32.3,,,,,,,338.0,39.18,4.1,4.1,UPI
2024-05-14,10:01:01,"""CNR5297859""",Completed,"""CID8385973""",Go Sedan,Sarojini Nagar,Satguru Ram Singh Marg,7.2,17.9,,,,,,,365.0,41.57,4.6,4.4,Uber Wallet
2024-05-15,15:12:13,"""CNR9880061""",Cancelled by Driver,"""CID4673560""",Auto,Kaushambi,New Delhi Railway Station,8.8,,,,1.0,Customer related issue,,,,,,,
2024-06-22,19:21:05,"""CNR1954963""",Completed,"""CID9664538""",Auto,Tis Hazari,Sohna Road,12.3,20.7,,,,,,,106.0,20.66,3.6,4.2,UPI
2024-09-05,22:23:08,"""CNR7518767""",Cancelled by Customer,"""CID7443549""",eBike,Moolchand,Paharganj,6.0,,1.0,Change of plans,,,,,,,,,
2024-01-01,01:53:01,"""CNR8140858""",Completed,"""CID9268400""",Go Mini,Jhilmil,Welcome,8.1,42.6,,,,,,,735.0,39.39,4.3,4.7,UPI
2024-07-31,18:09:03,"""CNR9405796""",Cancelled by Driver,"""CID3812433""",Auto,Vinobapuri,Dwarka Mor,6.0,,,,1.0,Personal & Car related issues,,,,,,,
2024-02-12,07:41:21,"""CNR3910228""",Completed,"""CID3315833""",Bike,Hauz Khas,Badarpur,11.2,29.9,,,,,,,105.0,32.27,4.6,4.7,UPI
2024-04-08,12:59:36,"""CNR1279437""",Cancelled by Driver,"""CID4977168""",Auto,Indraprastha,Panipat,11.2,,,,1.0,More than permitted people in there,,,,,,,
2024-10-13,19:49:17,"""CNR1353025""",Completed,"""CID9493441""",Bike,Govindpuri,Bhiwadi,11.6,21.4,,,,,,,622.0,12.01,4.9,4.9,Uber Wallet
2024-11-19,08:42:48,"""CNR1565968""",Completed,"""CID9212892""",Go Mini,Shastri Nagar,Tagore Garden,5.8,28.3,,,,,,,126.0,26.09,4.6,4.5,UPI
2024-11-21,19:46:40,"""CNR1608257""",Completed,"""CID4320204""",Go Sedan,Panchsheel Park,Kadarpur,2.8,35.4,,,,,,,371.0,43.53,4.3,3.7,UPI
2024-01-15,17:22:17,"""CNR9111780""",Completed,"""CID3523347""",Go Sedan,Jahangirpuri,Rohini,11.9,25.3,,,,,,,67.0,5.57,4.1,4.6,UPI
2024-01-10,18:05:15,"""CNR5316085""",Completed,"""CID4217179""",Go Sedan,Kirti Nagar,DLF Phase 3,3.4,35.3,,,,,,,362.0,37.9,3.2,4.9,UPI
2024-07-24,15:11:51,"""CNR2680866""",Cancelled by Customer,"""CID8071475""",Go Mini,Anand Vihar,Narsinghpur,14.7,,1.0,AC is not working,,,,,,,,,
2024-01-12,19:39:24,"""CNR4482087""",Cancelled by Driver,"""CID4488965""",eBike,MG Road,Gurgaon Sector 29,3.7,,,,1.0,The customer was coughing/sick,,,,,,,
2024-09-06,11:45:25,"""CNR8866725""",Completed,"""CID5870306""",Auto,IFFCO Chowk,MG Road,5.7,21.3,,,,,,,224.0,9.2,4.3,4.5,Debit Card
2024-09-18,11:02:24,"""CNR8320853""",No Driver Found,"""CID4321527""",Premier Sedan,Jhilmil,Vaishali,,,,,,,,,,,,,
2024-03-21,21:58:52,"""CNR8598099""",Completed,"""CID6538478""",Go Mini,Shivaji Park,Chirag Delhi,6.1,23.5,,,,,,,468.0,28.68,5.0,5.0,Cash
2024-06-20,10:34:38,"""CNR2384937""",Completed,"""CID9318449""",Premier Sedan,Central Secretariat,Jama Masjid,8.4,22.6,,,,,,,426.0,44.29,4.4,3.8,UPI
2024-07-22,17:48:20,"""CNR1630964""",Completed,"""CID9256598""",Bike,DLF City Court,Okhla,12.8,23.5,,,,,,,604.0,23.26,4.7,4.9,Cash
2024-08-10,17:43:24,"""CNR4966960""",Completed,"""CID8421020""",Go Sedan,New Delhi Railway Station,Bahadurgarh,9.8,37.5,,,,,,,1262.0,32.2,4.5,4.0,Credit Card
2024-06-24,08:19:08,"""CNR2228057""",Cancelled by Driver,"""CID1436399""",Auto,Ashram,Qutub Minar,7.3,,,,1.0,Customer related issue,,,,,,,
2024-10-26,02:44:04,"""CNR4822146""",Completed,"""CID1163195""",Bike,Sarai Kale Khan,IIT Delhi,2.7,17.0,,,,,,,194.0,9.09,3.7,4.6,UPI
2024-06-23,13:35:56,"""CNR2412521""",Completed,"""CID2914580""",Go Mini,Jasola,Kadarpur,7.5,16.2,,,,,,,405.0,25.81,4.9,4.3,Cash
2024-07-17,15:10:33,"""CNR3278113""",Incomplete,"""CID3291246""",Bike,MG Road,Kadarpur,9.7,16.4,,,,,1.0,Customer Demand,2273.0,13.94,,,Debit Card
2024-03-01,07:20:47,"""CNR1877161""",Completed,"""CID2126888""",Premier Sedan,Ramesh Nagar,Vishwavidyalaya,2.8,19.5,,,,,,,126.0,7.74,4.6,4.7,Debit Card
2024-03-15,23:37:24,"""CNR4755321""",Completed,"""CID2686974""",Go Sedan,Malviya Nagar,Bhiwadi,2.0,38.8,,,,,,,66.0,48.51,3.4,4.3,Credit Card
2024-11-28,21:45:31,"""CNR9209219""",No Driver Found,"""CID1946340""",Go Sedan,Greater Noida,Sonipat,,,,,,,,,,,,,
2024-08-15,20:42:22,"""CNR6631467""",Completed,"""CID1878649""",Premier Sedan,Udyog Bhawan,Hero Honda Chowk,2.6,31.5,,,,,,,513.0,32.17,4.3,4.4,Cash
2024-09-04,04:48:38,"""CNR9072111""",Completed,"""CID7667553""",eBike,Gurgaon Sector 29,Subhash Nagar,6.3,20.6,,,,,,,327.0,13.25,3.3,4.1,UPI
2024-01-30,15:38:16,"""CNR6500730""",Cancelled by Customer,"""CID7389468""",Premier Sedan,Ardee City,Basai Dhankot,9.6,,1.0,Change of plans,,,,,,,,,
2024-12-27,22:04:31,"""CNR9719466""",Incomplete,"""CID5253143""",Auto,Faridabad Sector 15,Noida Sector 18,6.3,19.3,,,,,1.0,Vehicle Breakdown,946.0,5.36,,,Uber Wallet
2024-03-08,09:19:01,"""CNR1693740""",No Driver Found,"""CID9643173""",Go Sedan,Chandni Chowk,Shivaji Park,,,,,,,,,,,,,
2024-07-16,10:05:54,"""CNR9176367""",Completed,"""CID1208112""",Go Mini,Jasola,Adarsh Nagar,14.7,16.6,,,,,,,839.0,19.05,4.2,4.5,Cash
2024-04-21,07:07:29,"""CNR3155192""",Completed,"""CID5400517""",Go Mini,Vasant Kunj,Kanhaiya Nagar,12.6,41.6,,,,,,,250.0,44.27,5.0,4.2,Debit Card
2024-07-28,18:39:45,"""CNR6603247""",Completed,"""CID7705874""",Bike,Tilak Nagar,Nawada,14.1,22.7,,,,,,,673.0,35.7,4.3,4.3,Uber Wallet
2024-11-02,18:24:48,"""CNR7138539""",Cancelled by Customer,"""CID1457317""",Go Mini,DLF City Court,IIT Delhi,7.1,,1.0,AC is not working,,,,,,,,,
2024-12-10,17:37:31,"""CNR2971058""",Completed,"""CID7041635""",Go Mini,Okhla,Karol Bagh,9.7,29.6,,,,,,,200.0,24.64,4.1,4.8,UPI
2024-05-10,10:27:01,"""CNR4166494""",Completed,"""CID2123921""",Premier Sedan,AIIMS,Gurgaon Sector 29,8.7,26.6,,,,,,,230.0,23.11,4.4,5.0,UPI
2024-12-28,09:03:53,"""CNR2266047""",Cancelled by Driver,"""CID3127881""",Go Sedan,Madipur,Malviya Nagar,3.0,,,,1.0,The customer was coughing/sick,,,,,,,
